iteration,candidate_total_value,candidate_total_weight
8763,25995,2522
8764,22796,2456
8765,19288,2290
8766,21456,2384
8767,18975,1995
8768,21019,2538
8769,21324,2503
8770,21646,2469
8771,25518,2488
8772,24499,2367
8773,24554,2451
8774,24338,2199
8775,20489,2211
8776,25800,2517
8777,21311,2542
8778,16251,1595
8779,15687,1761
8780,24029,2252
8781,18488,2516
8782,23083,2492
8783,23126,2177
8784,17400,2468
8785,19474,2478
8786,18992,2489
8787,25110,2373
8788,22351,2540
8789,14429,1822
8790,22900,2512
8791,22973,2473
8792,22359,2529
8793,22731,2485
8794,24075,2429
8795,19158,2536
8796,16254,2497
8797,24196,2399
8798,19185,2251
8799,22741,2537
8800,25177,2537
8801,18140,2515
8802,16753,2207
8803,22727,2395
8804,22233,2246
8805,25225,2501
8806,21569,2535
8807,24190,2501
8808,15988,2487
8809,25709,2485
8810,24208,2381
8811,23958,2345
8812,22732,2423
8813,25344,2524
8814,22821,2243
8815,23065,2535
8816,19539,2236
8817,24930,2518
8818,24175,2424
8819,20470,2293
8820,24448,2287
8821,21949,2136
8822,22564,2441
8823,25107,2482
8824,22880,2523
8825,19886,2451
8826,19192,2176
8827,21746,2539
8828,22527,2398
8829,25995,2522
8830,23302,2507
8831,23649,2293
8832,24966,2521
8833,22851,2386
8834,25295,2450
8835,20628,2437
8836,19675,2398
8837,18009,2248
8838,22830,2539
8839,22155,2394
8840,25202,2531
8841,22277,2532
8842,23486,2436
8843,25453,2478
8844,19848,2541
8845,24581,2452
8846,25329,2477
8847,24791,2510
8848,22250,2454
8849,19633,2485
8850,17583,2541
8851,25110,2505
8852,22419,2235
8853,19028,2537
8854,25177,2523
8855,21401,2394
8856,20117,2530
8857,19410,2086
8858,20333,2498
8859,22086,2309
8860,22398,2486
8861,22091,2532
8862,22038,2473
8863,25728,2538
8864,22570,2290
8865,24079,2530
8866,18841,2541
8867,23236,2478
8868,21193,2383
8869,19548,2394
8870,22901,2349
8871,13317,2496
8872,22565,2434
8873,25586,2510
8874,19378,2471
8875,21614,2514
8876,19667,2013
8877,19113,2532
8878,24484,2460
8879,24250,2356
8880,21382,2210
8881,25087,2425
8882,24866,2364
8883,17256,2543
8884,23169,2489
8885,17007,2532
8886,17626,2337
8887,23419,2496
8888,23464,2535
8889,25453,2478
8890,20891,2306
8891,18739,2280
8892,21652,2516
8893,21690,2411
8894,22715,2493
8895,22684,2475
8896,16523,2306
8897,18030,2505
8898,18547,2525
8899,24191,2541
8900,25995,2522
8901,20275,2498
8902,19000,2066
8903,20757,2464
8904,25995,2522
8905,25995,2522
8906,19733,1925
8907,15930,2498
8908,14722,2502
8909,21285,2374
8910,21311,2539
8911,16637,2526
8912,22064,2266
8913,22522,2543
8914,22911,2535
8915,25084,2503
8916,24245,2438
8917,24226,2452
8918,15841,2448
8919,25354,2476
8920,18065,2492
8921,23711,2495
8922,12776,2451
8923,21808,2402
8924,21071,2141
8925,24120,2480
8926,18029,2450
8927,24080,2339
8928,25535,2540
8929,25995,2522
8930,20582,2333
8931,22479,2413
8932,24519,2492
8933,19244,2483
8934,17280,2501
8935,25995,2522
8936,18177,2525
8937,25354,2476
8938,25041,2496
8939,21864,2482
8940,21345,2539
8941,20560,2256
8942,19426,2501
8943,16164,2533
8944,20632,1925
8945,17427,2524
8946,23889,2512
8947,22786,2533
8948,16539,2536
8949,22793,2362
8950,24273,2498
8951,25107,2482
8952,13541,2205
8953,16408,2472
8954,25064,2452
8955,22903,2490
8956,21827,1761
8957,19390,2116
8958,23660,2511
8959,16725,2177
8960,18558,1996
8961,18841,2535
8962,20496,2503
8963,25329,2477
8964,21970,2377
8965,25003,2224
8966,22548,2494
8967,25043,2458
8968,19795,2027
8969,13739,2439
8970,16415,2495
8971,25552,2461
8972,25139,2451
8973,20229,2484
8974,17048,1754
8975,17676,2351
8976,15432,2394
8977,19590,2526
8978,21203,2485
8979,25295,2450
8980,20473,2526
8981,20929,2538
8982,18690,1748
8983,19140,2425
8984,16560,2475
8985,25136,2448
8986,17289,2540
8987,22215,2524
8988,22472,2415
8989,20137,2509
8990,17193,2531
8991,18535,2529
8992,21660,2347
8993,24123,2346
8994,16545,2329
8995,18968,2491
8996,23615,2534
8997,25800,2517
8998,25995,2522
8999,17685,2482
9000,20147,2538
9001,24356,2376
9002,22035,2389
9003,22657,2531
9004,19348,2299
9005,17548,2503
9006,18422,2089
9007,24951,2480
9008,25518,2488
9009,23988,2412
9010,23051,2409
9011,19042,2502
9012,23882,2531
9013,19913,2442
9014,21186,2182
9015,20881,2543
9016,22987,2534
9017,25995,2522
9018,18434,1884
9019,15437,2495
9020,15368,2316
9021,25419,2533
9022,24930,2529
9023,18949,1840
9024,23524,2379
9025,22603,2375
9026,22970,2266
9027,23536,2516
9028,24098,2386
9029,21052,2503
9030,23550,2502
9031,23409,2371
9032,18475,2533
9033,23175,2517
9034,16960,2411
9035,18104,1945
9036,15507,2236
9037,24998,2429
9038,20270,2276
9039,14969,2511
9040,22475,2225
9041,14473,2540
9042,25552,2461
9043,25043,2458
9044,25893,2506
9045,17050,2423
9046,22110,2483
9047,16264,2534
9048,16346,2523
9049,17380,2046
9050,17055,2356
9051,23758,2507
9052,16708,2509
9053,22479,2189
9054,24284,2537
9055,18064,2505
9056,22429,2404
9057,25136,2512
9058,21051,2487
9059,21582,2482
9060,25052,2470
9061,22536,2513
9062,16355,2449
9063,19214,2541
9064,21974,2509
9065,19892,2516
9066,22000,2462
9067,21524,2432
9068,25867,2507
9069,15290,2506
9070,19872,2487
9071,23597,2363
9072,19181,2475
9073,20999,2468
9074,23853,2526
9075,20210,2522
9076,19947,2508
9077,21592,2312
9078,18523,2388
9079,16392,2521
9080,24111,2515
9081,16529,1675
9082,21823,2512
9083,14830,2538
9084,17962,1830
9085,21991,2523
9086,14798,2536
9087,16971,2540
9088,23886,2252
9089,19535,2068
9090,21355,2310
9091,17655,2284
9092,24460,2527
9093,21561,2422
9094,25663,2533
9095,20655,2249
9096,24821,2257
9097,17396,2068
9098,17585,2367
9099,18605,2421
9100,25030,2487
9101,23839,2432
9102,22437,2105
9103,20864,2541
9104,24092,2424
9105,21051,2532
9106,15526,2380
9107,14952,2540
9108,23111,2295
9109,25995,2522
9110,14521,1683
9111,22169,2457
9112,24461,2403
9113,25052,2470
9114,15458,2514
9115,24242,2389
9116,22647,2347
9117,23799,2376
9118,25106,2494
9119,20269,2420
9120,22247,2255
9121,25034,2365
9122,25800,2517
9123,17373,1735
9124,20106,2499
9125,22833,2353
9126,25271,2493
9127,20374,1847
9128,18501,1821
9129,18700,2308
9130,25219,2532
9131,18863,2337
9132,20610,2503
9133,24997,2341
9134,25041,2496
9135,24388,2510
9136,15154,2289
9137,25995,2522
9138,23387,2504
9139,15442,2270
9140,15448,2529
9141,25541,2437
9142,23624,2543
9143,24753,2250
9144,20948,2525
9145,23770,2425
9146,21212,2121
9147,21120,2146
9148,20853,2446
9149,19873,1789
9150,25567,2430
9151,18188,2528
9152,24380,2537
9153,24909,2525
9154,20219,2510
9155,24393,2511
9156,20989,2535
9157,23684,2401
9158,23652,2539
9159,23421,2315
9160,22800,2531
9161,24178,2361
9162,24600,2537
9163,22307,2172
9164,25087,2425
9165,25867,2507
9166,25094,2436
9167,23603,2534
9168,19752,2537
9169,21659,2507
9170,22791,2542
9171,23097,2210
9172,16179,2542
9173,23758,2489
9174,14856,2540
9175,24465,2335
9176,25084,2503
9177,17005,2519
9178,24612,2427
9179,22781,2319
9180,19833,2494
9181,23540,2455
9182,22755,2341
9183,19783,2135
9184,19612,1997
9185,25271,2493
9186,24506,2531
9187,16856,2513
9188,18474,2540
9189,25003,2224
9190,19981,2276
9191,24998,2323
9192,17176,2495
9193,20134,2502
9194,17033,2477
9195,24542,2540
9196,25329,2477
9197,20075,2478
9198,23879,2342
9199,25800,2517
9200,14498,2456
9201,19428,2195
9202,18712,2521
9203,21915,2524
9204,21511,2416
9205,23501,2505
9206,25107,2482
9207,20182,2485
9208,23822,2354
9209,24583,2457
9210,25084,2503
9211,25084,2503
9212,18972,2481
9213,24461,2533
9214,20306,2543
9215,15140,2539
9216,22527,2439
9217,22624,2395
9218,17551,2531
9219,23323,2494
9220,21032,2524
9221,16029,2533
9222,24908,2450
9223,18297,1786
9224,25995,2522
9225,23553,2536
9226,23953,2368
9227,17551,2520
9228,23500,2224
9229,25893,2506
9230,20194,2531
9231,17729,2510
9232,24041,2480
9233,20077,2412
9234,24133,2462
9235,25139,2451
9236,19309,2054
9237,16611,2480
9238,25616,2240
9239,22186,2351
9240,20515,1840
9241,25329,2477
9242,24323,2327
9243,15346,2514
9244,16497,2523
9245,16154,2363
9246,25205,2510
9247,22369,2518
9248,20034,2198
9249,24947,2515
9250,19312,1971
9251,20714,2541
9252,20162,2122
9253,24548,2522
9254,22046,2104
9255,17311,2500
9256,22127,2257
9257,24248,2518
9258,17260,2526
9259,24857,2465
9260,23535,2473
9261,21425,2396
9262,19034,1995
9263,25072,2430
9264,24664,2383
9265,24535,2472
9266,21560,2533
9267,24221,2424
9268,22418,2526
9269,18368,2541
9270,25995,2522
9271,21603,2498
9272,14772,2414
9273,20773,2535
9274,20152,2539
9275,25105,2524
9276,24870,2540
9277,22842,2481
9278,21922,2434
9279,23434,2513
9280,17073,2468
9281,21265,1781
9282,24028,2518
9283,20508,2233
9284,17911,2476
9285,25995,2522
9286,18463,2412
9287,16382,2331
9288,25426,2492
9289,22782,2520
9290,23473,2334
9291,21894,2476
9292,23548,2541
9293,18281,2542
9294,25111,2543
9295,13270,2453
9296,19873,2523
9297,15884,2415
9298,19522,1932
9299,22558,2392
9300,14933,2186
9301,22100,2445
9302,21958,2543
9303,20189,2533
9304,24130,2477
9305,20342,2323
9306,21653,2360
9307,25084,2503
9308,23872,2304
9309,25995,2522
9310,23355,2492
9311,19408,2542
9312,17818,2384
9313,22270,2488
9314,24992,2307
9315,20069,2540
9316,16095,2450
9317,14620,2305
9318,22765,2518
9319,22740,2460
9320,23697,2237
9321,21133,2535
9322,23449,2485
9323,24394,2424
9324,20371,2392
9325,25995,2522
9326,25136,2512
9327,24831,2470
9328,18971,2510
9329,18947,2469
9330,15211,2314
9331,25043,2458
9332,21377,2542
9333,19408,2441
9334,17877,2541
9335,13176,2503
9336,17846,2084
9337,24383,2453
9338,21522,2516
9339,25136,2512
9340,22254,2495
9341,19461,2513
9342,24046,2259
9343,22504,2379
9344,17086,2403
9345,18453,2530
9346,17477,2448
9347,21553,2417
9348,23320,2378
9349,22565,2514
9350,19287,2519
9351,20278,2040
9352,17617,1888
9353,17997,2525
9354,16810,1794
9355,22560,2342
9356,20570,2540
9357,21281,2063
9358,24779,2471
9359,22999,2478
9360,19741,2493
9361,17214,2510
9362,19946,2499
9363,19258,2530
9364,21496,2484
9365,21079,2127
9366,19981,2113
9367,15520,2530
9368,15081,2199
9369,19312,2524
9370,19651,2537
9371,18541,2087
9372,18395,2332
9373,24679,2456
9374,16753,2297
9375,19734,2230
9376,25041,2496
9377,25552,2461
9378,22244,2450
9379,16250,2511
9380,25995,2522
9381,20766,2254
9382,22259,2160
9383,23392,2531
9384,23948,2524
9385,22033,2376
9386,23469,2425
9387,24449,2521
9388,18857,2271
9389,18239,2509
9390,25995,2522
9391,15140,2476
9392,21194,1822
9393,22612,2530
9394,22154,2463
9395,24547,2372
9396,15851,2476
9397,24541,2343
9398,23069,2151
9399,20879,2519
9400,25173,2459
9401,25557,2530
9402,22883,2393
9403,24729,2382
9404,21052,2034
9405,21688,2542
9406,14414,2475
9407,20480,2519
9408,17595,2439
9409,25354,2476
9410,21171,2089
9411,18705,2523
9412,25426,2492
9413,18281,2431
9414,19472,2412
9415,25064,2452
9416,20168,2540
9417,25271,2493
9418,20522,1937
9419,16493,2514
9420,22582,2301
9421,20909,2140
9422,22788,2541
9423,18812,2506
9424,19504,2528
9425,14832,2523
9426,22209,2443
9427,24508,2535
9428,24479,2531
9429,24098,2489
9430,22352,2522
9431,19594,2371
9432,23609,2532
9433,22805,2539
9434,16307,2504
9435,15863,2460
9436,17126,2506
9437,24909,2526
9438,21653,2461
9439,23647,2525
9440,23847,2476
9441,22884,2459
9442,25552,2461
9443,21981,2477
9444,25995,2522
9445,22442,2362
9446,22446,2537
9447,20059,2534
9448,20279,2467
9449,21943,2514
9450,22324,2530
9451,25172,2410
9452,25051,2532
9453,18349,2534
9454,23377,2147
9455,19737,1966
9456,25995,2522
9457,22011,2232
9458,25742,2489
9459,23681,2457
9460,22700,2535
9461,25003,2224
9462,23116,2528
9463,24300,2372
9464,20548,2521
9465,16883,1730
9466,25043,2458
9467,19143,2505
9468,25453,2478
9469,23426,2507
9470,20862,2461
9471,20899,2523
9472,25329,2477
9473,19769,2476
9474,22695,2490
9475,24406,2422
9476,18717,1942
9477,25995,2522
9478,22575,2511
9479,22159,2462
9480,20136,2513
9481,22284,2301
9482,25392,2472
9483,16193,2385
9484,16762,2527
9485,24795,2502
9486,17112,2506
9487,24554,2386
9488,21884,2458
9489,20020,2536
9490,15866,1955
9491,23748,2459
9492,16986,2507
9493,17207,2403
9494,19989,2473
9495,24044,2297
9496,24638,2510
9497,24231,2521
9498,24997,2341
9499,25139,2451
9500,23754,2540
9501,23184,2321
9502,18267,2512
9503,19756,2506
9504,23676,2499
9505,25998,2489
9506,25745,2456
9507,22222,2540
9508,20355,2510
9509,20817,2390
9510,25998,2489
9511,22016,2085
9512,14926,2431
9513,18708,2410
9514,22838,2166
9515,23925,2524
9516,16416,2489
9517,25198,2399
9518,19624,2456
9519,20869,2411
9520,18261,2540
9521,19128,2524
9522,19432,2528
9523,16535,2494
9524,19141,1622
9525,25406,2374
9526,23777,2485
9527,19056,2510
9528,25450,2447
9529,21824,2489
9530,22626,2101
9531,22944,2487
9532,21001,2455
9533,22355,2420
9534,16899,2492
9535,18724,2446
9536,25760,2531
9537,25872,2473
9538,18879,2451
9539,11634,2536
9540,23413,2537
9541,20768,2541
9542,21566,2195
9543,20093,2325
9544,16211,2507
9545,25998,2489
9546,19863,1992
9547,23524,2161
9548,25949,2461
9549,20841,2398
9550,25122,2475
9551,18655,2409
9552,21605,2533
9553,21650,2393
9554,22565,2518
9555,23452,2429
9556,19124,2447
9557,25198,2399
9558,23153,2414
9559,21722,2357
9560,19979,2530
9561,20022,2542
9562,23064,2480
9563,19438,2513
9564,14927,2375
9565,23010,2489
9566,14511,2511
9567,25234,2391
9568,17233,1846
9569,18846,2513
9570,20411,2474
9571,18092,1911
9572,25428,2540
9573,24682,2540
9574,20460,2510
9575,19843,2404
9576,19683,2527
9577,22595,2318
9578,14687,2417
9579,20724,2125
9580,24602,2541
9581,24130,2106
9582,21716,2118
9583,23163,2539
9584,20364,2515
9585,20783,2304
9586,21135,1942
9587,13655,2540
9588,19820,2461
9589,22040,2508
9590,19596,2543
9591,21854,2156
9592,24092,2399
9593,23336,2398
9594,25037,2332
9595,21147,2274
9596,25018,2146
9597,18308,1741
9598,24679,2497
9599,24443,2410
9600,25055,2437
9601,25998,2489
9602,24069,2256
9603,25458,2537
9604,21078,2498
9605,23716,2489
9606,16085,2512
9607,23812,2328
9608,15893,2385
9609,18144,2279
9610,25429,2459
9611,25444,2463
9612,22501,2493
9613,15772,1743
9614,15317,2247
9615,23082,2463
9616,25589,2450
9617,17810,2515
9618,23613,2305
9619,24118,2448
9620,18491,2284
9621,22432,2475
9622,20943,2543
9623,24428,2378
9624,16414,2500
9625,21928,2497
9626,18916,2457
9627,20263,2514
9628,23255,2291
9629,24134,2542
9630,25090,2392
9631,15488,2521
9632,15193,2491
9633,19493,1915
9634,13532,1727
9635,22344,2260
9636,19801,2260
9637,20729,2449
9638,20194,2528
9639,22116,2399
9640,25332,2444
9641,25456,2445
9642,25018,2146
9643,22919,2328
9644,21063,2505
9645,25198,2399
9646,24796,2542
9647,21300,2534
9648,25001,2290
9649,25666,2296
9650,17740,2539
9651,25271,2511
9652,23817,2475
9653,18634,2308
9654,25725,2388
9655,17800,1980
9656,21882,2529
9657,20981,2523
9658,20882,2343
9659,24230,2418
9660,25067,2419
9661,25998,2489
9662,24958,2436
9663,24367,2521
9664,25207,2480
9665,22097,2515
9666,21580,2540
9667,22520,2286
9668,22801,2193
9669,21204,2460
9670,24392,2497
9671,19799,1928
9672,17984,2541
9673,19510,2526
9674,24231,2269
9675,14033,2489
9676,24201,2364
9677,17278,2543
9678,24166,2498
9679,25367,2504
9680,21970,2387
9681,22199,2253
9682,17731,2471
9683,25998,2489
9684,21191,2020
9685,24834,2531
9686,19086,2527
9687,18397,2541
9688,17423,2488
9689,18450,2470
9690,18238,2434
9691,22064,2332
9692,25877,2522
9693,22340,2533
9694,20978,2521
9695,14654,2242
9696,24135,2406
9697,24256,2427
9698,25998,2489
9699,25234,2391
9700,23609,2466
9701,25998,2489
9702,23267,2322
9703,13907,2210
9704,24823,2456
9705,25998,2489
9706,23150,2357
9707,23790,2463
9708,22580,2337
9709,15480,2424
9710,24058,2449
9711,25067,2437
9712,21532,2374
9713,24680,2288
9714,23691,2329
9715,17238,2508
9716,24662,2445
9717,23086,2305
9718,21410,2539
9719,24506,2432
9720,18031,2475
9721,25139,2479
9722,23591,2515
9723,18490,2493
9724,25087,2470
9725,24736,2529
9726,21310,2541
9727,25644,2519
9728,20425,2524
9729,25542,2399
9730,22106,2340
9731,19249,2540
9732,18703,2509
9733,19827,2490
9734,24494,2250
9735,25158,2528
9736,25067,2419
9737,25139,2415
9738,20146,2527
9739,22418,2492
9740,24297,2493
9741,21068,2437
9742,24069,2238
9743,17820,2523
9744,23730,2504
9745,25198,2476
9746,18220,2042
9747,23768,2540
9748,22516,2538
9749,23367,2295
9750,25015,2331
9751,22871,2516
9752,25803,2484
9753,25393,2440
9754,21775,2455
9755,25970,2542
9756,23304,2534
9757,20636,2166
9758,22858,2535
9759,25142,2418
9760,23999,2347
9761,17977,2307
9762,25552,2463
9763,24831,2510
9764,16352,2452
9765,21513,2445
9766,25280,2385
9767,25998,2489
9768,21672,2295
9769,20533,2425
9770,18663,2342
9771,25865,2513
9772,24064,2310
9773,18260,2290
9774,21381,2128
9775,25745,2456
9776,21148,2516
9777,19435,2431
9778,14673,2434
9779,23487,2537
9780,22202,2532
9781,21780,2538
9782,19008,2423
9783,20925,2540
9784,20038,2508
9785,23372,2247
9786,16944,2541
9787,26455,2532
9788,26124,2511
9789,17221,2504
9790,25330,2398
9791,21182,2410
9792,19871,2510
9793,21170,1892
9794,18362,2531
9795,21975,2534
9796,20471,2543
9797,23512,2477
9798,18594,2391
9799,16610,2353
9800,24283,2309
9801,23693,2205
9802,24601,2422
9803,25150,2496
9804,23152,2481
9805,25475,2189
9806,24320,2515
9807,20265,2541
9808,24898,2478
9809,23467,2533
9810,17396,2514
9811,20366,2493
9812,21575,2446
9813,22505,2533
9814,16058,2458
9815,24846,2518
9816,20214,2034
9817,25913,2488
9818,25638,2234
9819,22486,2003
9820,22422,2541
9821,18696,2508
9822,16911,2438
9823,14424,2520
9824,24362,2464
9825,23829,2341
9826,18044,2513
9827,24506,2503
9828,24842,2269
9829,21051,2537
9830,22599,2505
9831,22161,2542
9832,16211,2485
9833,16283,2360
9834,19532,1963
9835,20372,2503
9836,20854,2510
9837,24699,2291
9838,23605,2538
9839,25998,2489
9840,15408,2206
9841,19428,2537
9842,18593,2540
9843,20605,2438
9844,25744,2326
9845,22635,2484
9846,22617,2490
9847,21852,2533
9848,19962,2160
9849,19045,2514
9850,25566,2504
9851,23330,2202
9852,18910,2526
9853,21250,2432
9854,18237,2399
9855,23894,2389
9856,22630,2312
9857,17131,2488
